"name","rating","sum"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","G","1071.25"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG","1647.74"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
"Action","PG-13","2430.79"
